year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5145228,270,Highland,Aviemore Primary School,Primary,trend,Pupil Numbers,233,
2021,5145228,270,Highland,Aviemore Primary School,Primary,trend,Teacher Numbers (FTE),15,
2021,5145228,270,Highland,Aviemore Primary School,Primary,trend,Pupil Teacher Ratio,15.5,
2021,5145228,270,Highland,Aviemore Primary School,Primary,trend,Average Class,23.3,
2022,5145228,270,Highland,Aviemore Primary School,Primary,trend,Pupil Numbers,256,
2022,5145228,270,Highland,Aviemore Primary School,Primary,trend,Teacher Numbers (FTE),15.6,
2022,5145228,270,Highland,Aviemore Primary School,Primary,trend,Pupil Teacher Ratio,16.4,
2022,5145228,270,Highland,Aviemore Primary School,Primary,trend,Average Class,19.7,
2022,5145228,270,Highland,Aviemore Primary School,Primary,sex,Female,40-50%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,sex,Male,50-60%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P1,12.5%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P2,12.5%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P3,8.6%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P4,17.6%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P5,17.2%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P6,14.1%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,stage,P7,17.6%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,additional_support_needs,ASN,50-60%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,additional_support_needs,No ASN,40-50%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,english_additional_language,EAL,10-20%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,english_additional_language,No EAL,80-90%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,deprivation,SIMD Unknown,0-10%,
2022,5145228,270,Highland,Aviemore Primary School,Primary,deprivation,SIMD Q1,0-10%,
