year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,34,
2021,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.2,
2021,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,15.7,
2021,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,17,
2022,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,25,
2022,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.7,
2022,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,9.3,
2022,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,12.5,
2022,5116929,270,Highland,Newmore Primary School,Primary,sex,Female,60-70%,
2022,5116929,270,Highland,Newmore Primary School,Primary,sex,Male,30-40%,
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P1,c,c
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P2,c,c
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P3,c,c
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P4,c,c
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P5,32%,
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P6,c,c
2022,5116929,270,Highland,Newmore Primary School,Primary,stage,P7,c,c
2022,5116929,270,Highland,Newmore Primary School,Primary,additional_support_needs,ASN,80-90%,
2022,5116929,270,Highland,Newmore Primary School,Primary,additional_support_needs,No ASN,10-20%,
2022,5116929,270,Highland,Newmore Primary School,Primary,english_additional_language,EAL,10-20%,
2022,5116929,270,Highland,Newmore Primary School,Primary,english_additional_language,No EAL,80-90%,
2022,5116929,270,Highland,Newmore Primary School,Primary,deprivation,SIMD Unknown,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,deprivation,SIMD Q1,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,deprivation,SIMD Q2,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,deprivation,SIMD Q3,90+%,
2022,5116929,270,Highland,Newmore Primary School,Primary,deprivation,SIMD Q4,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,deprivation,SIMD Q5,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,ethnicity,Ethnicity Not Known,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,ethnicity,Ethnic Minority,10-20%,
2022,5116929,270,Highland,Newmore Primary School,Primary,ethnicity,White UK,70-80%,
2022,5116929,270,Highland,Newmore Primary School,Primary,ethnicity,White Other,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,urban_rural,Urban Rural Not Known,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,urban_rural,Rural,80-90%,
2022,5116929,270,Highland,Newmore Primary School,Primary,urban_rural,Small Town,10-20%,
2022,5116929,270,Highland,Newmore Primary School,Primary,urban_rural,Urban,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,gaelic,Taught in Gaelic,0-10%,
2022,5116929,270,Highland,Newmore Primary School,Primary,gaelic,Not Taught in Gaelic,90+%,
2022,5116929,270,Highland,Newmore Primary School,Primary,free_school_meals,FSM,80-90%,
2022,5116929,270,Highland,Newmore Primary School,Primary,free_school_meals,No FSM,20-30%,
2020,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,39,
2020,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.4,
2020,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,16.1,
2020,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,19.5,
2019,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,36,
2019,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.3,
2019,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,16,
2019,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,18,
2018,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,41,
2018,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.2,
2018,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,18.4,
2018,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,20.5,
2017,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,45,
2017,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.1,
2017,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,21.8,
2017,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,22.5,
2016,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,47,
2016,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.7,
2016,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,17.4,
2016,5116929,270,Highland,Newmore Primary School,Primary,trend,Average Class,23.5,
2015,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Numbers,47,
2015,5116929,270,Highland,Newmore Primary School,Primary,trend,Teacher Numbers (FTE),2.5,
2015,5116929,270,Highland,Newmore Primary School,Primary,trend,Pupil Teacher Ratio,18.8,
