year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,251,
2021,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),18.2,
2021,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Teacher Ratio,13.8,
2021,5140420,270,Highland,Merkinch Primary School,Primary,trend,Average Class,25.1,
2022,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,241,
2022,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),16.8,
2022,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Teacher Ratio,14.3,
2022,5140420,270,Highland,Merkinch Primary School,Primary,trend,Average Class,24.1,
2022,5140420,270,Highland,Merkinch Primary School,Primary,sex,Female,40-50%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,sex,Male,50-60%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P1,19.1%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P2,10.8%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P3,14.9%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P4,14.1%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P5,15.4%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P6,12.4%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,stage,P7,13.3%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,additional_support_needs,ASN,60-70%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,additional_support_needs,No ASN,30-40%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,english_additional_language,EAL,10-20%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,english_additional_language,No EAL,80-90%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,deprivation,SIMD Unknown,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,deprivation,SIMD Q1,90+%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,deprivation,SIMD Q2,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,deprivation,SIMD Q3,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,deprivation,SIMD Q4,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,deprivation,SIMD Q5,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,ethnicity,Ethnicity Not Known,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,ethnicity,Ethnic Minority,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,ethnicity,White UK,70-80%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,ethnicity,White Other,10-20%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,urban_rural,Urban Rural Not Known,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,urban_rural,Rural,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,urban_rural,Small Town,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,urban_rural,Urban,90+%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,gaelic,Taught in Gaelic,0-10%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,gaelic,Not Taught in Gaelic,90+%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,free_school_meals,FSM,80-90%,
2022,5140420,270,Highland,Merkinch Primary School,Primary,free_school_meals,No FSM,10-20%,
2020,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,276,
2020,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),19.1,
2020,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Teacher Ratio,14.5,
2020,5140420,270,Highland,Merkinch Primary School,Primary,trend,Average Class,25.1,
2019,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,292,
2019,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),21,
2019,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Teacher Ratio,13.9,
2019,5140420,270,Highland,Merkinch Primary School,Primary,trend,Average Class,26.5,
2018,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,316,
2018,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),23.1,
2018,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Teacher Ratio,13.7,
2018,5140420,270,Highland,Merkinch Primary School,Primary,trend,Average Class,24.3,
2017,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,330,
2017,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),25.3,
2017,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Teacher Ratio,13,
2017,5140420,270,Highland,Merkinch Primary School,Primary,trend,Average Class,22,
2016,5140420,270,Highland,Merkinch Primary School,Primary,trend,Pupil Numbers,347,
2016,5140420,270,Highland,Merkinch Primary School,Primary,trend,Teacher Numbers (FTE),23.5,
